chrom,ensembl,symbol,group,tx_start,tx_stop,gene_center,twas_z,pip,in_cred_set,x_plot
17,ENSG00000131748,STARD3,brain_substantia_nigra,38637064.0,40663484.0,39650274.0,16.22,1.1e-43,0,39.64981175234704
17,ENSG00000073605,GSDMB,heart_left_ventricle,38904594.0,40918650.0,39911622.0,4.26,3.93e-44,0,39.91498835011544
17,ENSG00000008838,MED24,testis,39019096.0,41061215.0,40040155.5,10.36,2.99e-44,0,40.03557479311043
17,ENSG00000008838,MED24,muscle_skeletal,39019096.0,41061215.0,40040155.5,10.01,2e-44,0,40.04183455225593
17,ENSG00000008838,MED24,prostate,39019096.0,41061215.0,40040155.5,7.67,1.93e-44,0,40.035875739448905
17,ENSG00000108344,PSMD3,testis,38980796.0,40997960.0,39989378.0,3.65,9.45e-45,0,39.9947140270046
17,ENSG00000073605,GSDMB,colon_sigmoid,38904594.0,40918650.0,39911622.0,4.62,6.17e-45,0,39.911884179861005
17,ENSG00000008838,MED24,spleen,39019096.0,41061215.0,40040155.5,-12.5,3.78e-45,0,40.039131443279885
17,ENSG00000008838,MED24,nerve_tibial,39019096.0,41061215.0,40040155.5,13.66,1.4099999999999998e-45,0,40.03733016734525
17,ENSG00000008838,MED24,whole_blood,39019096.0,41061215.0,40040155.5,-12.5,5.4399999999999995e-46,0,40.04344630427321
17,ENSG00000108349,CASC3,breast_mammary_tissue,39140322.0,41172183.0,40156252.5,8.5,4.57e-46,0,40.1557263039866
17,ENSG00000131771,PPP1R1B,esophagus_mucosa,38626739.0,40636626.0,39631682.5,14.3,2.83e-46,0,39.63250370738642
17,ENSG00000161395,PGAP3,brain_cerebellum,38671121.0,40696797.0,39683959.0,16.01,2.2e-46,0,39.67818447760524
17,ENSG00000172057,ORMDL3,ovary,38921040.0,40927601.0,39924320.5,-14.66,1.79e-46,0,39.92573212596491
17,ENSG00000073605,GSDMB,brain_cerebellum,38904594.0,40918650.0,39911622.0,2.16,1.67e-46,0,39.91296714867267
17,ENSG00000108349,CASC3,skin_sun_exposed_lower_leg,39140322.0,41172183.0,40156252.5,2.83,1.3299999999999999e-46,0,40.1576557079625
17,ENSG00000141744,PNMT,lung,38667980.0,40670475.0,39669227.5,-17.0,1.1399999999999999e-46,0,39.674552476942175
17,ENSG00000073605,GSDMB,skin_not_sun_exposed_suprapubic,38904594.0,40918650.0,39911622.0,3.18,9.17e-47,0,39.91380384358924
17,ENSG00000131748,STARD3,cells_cultured_fibroblasts,38637064.0,40663484.0,39650274.0,-15.12,8.6e-47,0,39.64858809480689
17,ENSG00000161395,PGAP3,stomach,38671121.0,40696797.0,39683959.0,-7.54,8.18e-47,0,39.6832033834456
17,ENSG00000073605,GSDMB,brain_basalganglia,38904594.0,40918650.0,39911622.0,3.42,7.780000000000001e-47,0,39.91399357435113
17,ENSG00000008838,MED24,brain_substantia_nigra,39019096.0,41061215.0,40040155.5,12.15,7.520000000000001e-47,0,40.034878205659545
17,ENSG00000167914,GSDMA,artery_tibial,38953262.0,40977766.0,39965514.0,-14.87,6.4999999999999985e-47,0,39.96751520058535
17,ENSG00000161395,PGAP3,adipose_subcutaneous,38671121.0,40696797.0,39683959.0,-7.47,3.77e-47,0,39.68600665443542
17,ENSG00000204913,LRRC3C,testis,38941473.0,40944747.0,39943110.0,-16.13,3.45e-47,0,39.93963459073289
17,ENSG00000008838,MED24,skin_sun_exposed_lower_leg,39019096.0,41061215.0,40040155.5,-10.1,3.26e-47,0,40.03570261557186
17,ENSG00000167914,GSDMA,artery_aorta,38953262.0,40977766.0,39965514.0,-16.1,2.79e-47,0,39.96329914021109
17,ENSG00000167914,GSDMA,pancreas,38953262.0,40977766.0,39965514.0,-13.57,2.07e-47,0,39.96387852925131
17,ENSG00000141736,ERBB2,heart_atrial_appendage,38688107.0,40730353.0,39709230.0,-9.96,1.32e-47,0,39.71007236124501
17,ENSG00000008838,MED24,pancreas,39019096.0,41061215.0,40040155.5,-8.42,1.05e-47,0,40.03941871816154
17,ENSG00000008838,MED24,brain_cortex,39019096.0,41061215.0,40040155.5,7.3,8.06e-48,0,40.04601598605671
17,ENSG00000161395,PGAP3,brain_spinal_cord_cervical_c-1,38671121.0,40696797.0,39683959.0,-15.12,7.3e-48,0,39.679183537728974
17,ENSG00000167914,GSDMA,brain_substantia_nigra,38953262.0,40977766.0,39965514.0,-14.87,7.189999999999999e-48,0,39.962020521073136
17,ENSG00000167914,GSDMA,adrenal_gland,38953262.0,40977766.0,39965514.0,-14.87,6.75e-48,0,39.961449714214616
17,ENSG00000008838,MED24,cells_cultured_fibroblasts,39019096.0,41061215.0,40040155.5,12.09,6.09e-48,0,40.04199279990558
17,ENSG00000172057,ORMDL3,esophagus_mucosa,38921040.0,40927601.0,39924320.5,20.5,5.2e-48,0,39.92135999923048
17,ENSG00000008838,MED24,pituitary,39019096.0,41061215.0,40040155.5,12.9,5.08e-48,0,40.03975122927427
17,ENSG00000141736,ERBB2,nerve_tibial,38688107.0,40730353.0,39709230.0,-10.51,5e-48,0,39.70616310710402
17,ENSG00000108349,CASC3,whole_blood,39140322.0,41172183.0,40156252.5,-12.47,4.7399999999999996e-48,0,40.15216013500375
17,ENSG00000008838,MED24,colon_sigmoid,39019096.0,41061215.0,40040155.5,12.68,4.71e-48,0,40.03548000169397
17,ENSG00000167914,GSDMA,adipose_subcutaneous,38953262.0,40977766.0,39965514.0,-13.76,4.42e-48,0,39.96738995507359
17,ENSG00000073605,GSDMB,artery_tibial,38904594.0,40918650.0,39911622.0,9.27,4.29e-48,0,39.907280195416185
17,ENSG00000161395,PGAP3,pancreas,38671121.0,40696797.0,39683959.0,-10.23,3.75e-48,0,39.68031798834016
17,ENSG00000141744,PNMT,adipose_visceral_omentum,38667980.0,40670475.0,39669227.5,-14.66,3.66e-48,0,39.66765220204793
17,ENSG00000167914,GSDMA,nerve_tibial,38953262.0,40977766.0,39965514.0,-13.92,1.93e-48,0,39.96936591875817
17,ENSG00000167914,GSDMA,lung,38953262.0,40977766.0,39965514.0,-14.9,1.83e-48,0,39.96067921530952
17,ENSG00000167914,GSDMA,colon_transverse,38953262.0,40977766.0,39965514.0,-14.92,1.65e-48,0,39.96956933888998
17,ENSG00000167914,GSDMA,testis,38953262.0,40977766.0,39965514.0,12.47,1.53e-48,0,39.96066718089472
17,ENSG00000131771,PPP1R1B,heart_left_ventricle,38626739.0,40636626.0,39631682.5,-10.47,1.4599999999999998e-48,0,39.63740001358016
17,ENSG00000108349,CASC3,brain_basalganglia,39140322.0,41172183.0,40156252.5,14.81,1.4499999999999998e-48,0,40.15587631441977
17,ENSG00000008838,MED24,liver,39019096.0,41061215.0,40040155.5,-14.0,1.4499999999999998e-48,0,40.045876633058285
17,ENSG00000008838,MED24,lung,39019096.0,41061215.0,40040155.5,-4.87,1.3099999999999999e-48,0,40.04141364623694
17,ENSG00000173991,TCAP,brain_substantia_nigra,38664186.0,40666555.0,39665370.5,-14.34,1.3e-48,0,39.66824166295278
17,ENSG00000167914,GSDMA,adipose_visceral_omentum,38953262.0,40977766.0,39965514.0,-14.13,1.29e-48,0,39.95998425350705
17,ENSG00000167914,GSDMA,colon_sigmoid,38953262.0,40977766.0,39965514.0,-14.62,1.1799999999999999e-48,0,39.96290768355092
17,ENSG00000264968,RP11-387H17.4,ovary,38927741.0,40939601.0,39933671.0,4.02,8.59e-49,0,39.92911335873456
17,ENSG00000161395,PGAP3,esophagus_mucosa,38671121.0,40696797.0,39683959.0,-12.6,8.46e-49,0,39.68151268237027
17,ENSG00000161395,PGAP3,lung,38671121.0,40696797.0,39683959.0,-10.2,7.650000000000001e-49,0,39.67938373262745
17,ENSG00000161395,PGAP3,colon_transverse,38671121.0,40696797.0,39683959.0,-15.54,4.8200000000000004e-49,0,39.68177479815273
17,ENSG00000167914,GSDMA,stomach,38953262.0,40977766.0,39965514.0,-14.87,3.45e-49,0,39.96448515593418
17,ENSG00000167914,GSDMA,muscle_skeletal,38953262.0,40977766.0,39965514.0,-4.21,1.38e-49,0,39.960283769956185
17,ENSG00000008838,MED24,artery_tibial,39019096.0,41061215.0,40040155.5,12.38,1.24e-49,0,40.04246516543244
17,ENSG00000073605,GSDMB,thyroid,38904594.0,40918650.0,39911622.0,2.81,1.17e-49,0,39.91242121745048
17,ENSG00000167914,GSDMA,artery_coronary,38953262.0,40977766.0,39965514.0,-13.21,1.0700000000000001e-49,0,39.96269867389128
17,ENSG00000167914,GSDMA,esophagus_muscularis,38953262.0,40977766.0,39965514.0,-12.74,1.04e-49,0,39.9657929766416
17,ENSG00000008838,MED24,artery_coronary,39019096.0,41061215.0,40040155.5,12.53,9.69e-50,0,40.0352827861291
17,ENSG00000161395,PGAP3,esophagus_muscularis,38671121.0,40696797.0,39683959.0,-10.23,9e-50,0,39.68487035794668
17,ENSG00000131748,STARD3,stomach,38637064.0,40663484.0,39650274.0,-15.3,7.2700000000000005e-50,0,39.65542555437092
17,ENSG00000008838,MED24,colon_transverse,39019096.0,41061215.0,40040155.5,9.53,6.9e-50,0,40.03797832742941
17,ENSG00000161395,PGAP3,heart_atrial_appendage,38671121.0,40696797.0,39683959.0,-10.23,5.24e-50,0,39.68596792455956
17,ENSG00000008838,MED24,adrenal_gland,39019096.0,41061215.0,40040155.5,12.47,4.710000000000001e-50,0,40.03573707434885
17,ENSG00000073605,GSDMB,pituitary,38904594.0,40918650.0,39911622.0,3.18,4.54e-50,0,39.91421792644943
17,ENSG00000167914,GSDMA,whole_blood,38953262.0,40977766.0,39965514.0,-16.93,4.390000000000001e-50,0,39.96298687311536
17,ENSG00000264968,RP11-387H17.4,skin_not_sun_exposed_suprapubic,38927741.0,40939601.0,39933671.0,10.6,3.9e-50,0,39.92986929634408
17,ENSG00000131748,STARD3,nerve_tibial,38637064.0,40663484.0,39650274.0,3.38,3.74e-50,0,39.65131215521773
17,ENSG00000172057,ORMDL3,breast_mammary_tissue,38921040.0,40927601.0,39924320.5,-9.61,3.34e-50,0,39.91856179055425
17,ENSG00000264968,RP11-387H17.4,colon_sigmoid,38927741.0,40939601.0,39933671.0,12.29,2.6e-50,0,39.937618280350605
17,ENSG00000161395,PGAP3,pituitary,38671121.0,40696797.0,39683959.0,-15.3,1.75e-50,0,39.67801534571432
17,ENSG00000108349,CASC3,adipose_subcutaneous,39140322.0,41172183.0,40156252.5,10.23,1.74e-50,0,40.15838629844156
17,ENSG00000108344,PSMD3,nerve_tibial,38980796.0,40997960.0,39989378.0,-13.74,1.69e-50,0,39.98661809567831
17,ENSG00000214546,AC087491.2,skin_not_sun_exposed_suprapubic,38619612.0,40622513.0,39621062.5,12.2,1.27e-50,0,39.623884828265474
17,ENSG00000172057,ORMDL3,artery_aorta,38921040.0,40927601.0,39924320.5,-4.8,1.13e-50,0,39.92986676254141
17,ENSG00000167914,GSDMA,cells_cultured_fibroblasts,38953262.0,40977766.0,39965514.0,15.22,1.02e-50,0,39.96249903772224
17,ENSG00000131771,PPP1R1B,vagina,38626739.0,40636626.0,39631682.5,6.01,9.48e-51,0,39.63259638801301
17,ENSG00000141744,PNMT,nerve_tibial,38667980.0,40670475.0,39669227.5,-10.04,7.66e-51,0,39.67033200317526
17,ENSG00000167914,GSDMA,heart_atrial_appendage,38953262.0,40977766.0,39965514.0,-14.87,6.92e-51,0,39.96638102286949
17,ENSG00000141744,PNMT,heart_atrial_appendage,38667980.0,40670475.0,39669227.5,-13.95,6.09e-51,0,39.66590447959169
17,ENSG00000167914,GSDMA,heart_left_ventricle,38953262.0,40977766.0,39965514.0,-11.54,3.95e-51,0,39.9709469881382
17,ENSG00000264968,RP11-387H17.4,heart_atrial_appendage,38927741.0,40939601.0,39933671.0,-3.57,3.64e-51,0,39.93303650454341
17,ENSG00000161395,PGAP3,nerve_tibial,38671121.0,40696797.0,39683959.0,-5.0,3.37e-51,0,39.688115904069655
17,ENSG00000167914,GSDMA,spleen,38953262.0,40977766.0,39965514.0,-5.37,3.27e-51,0,39.96790775130381
17,ENSG00000167914,GSDMA,breast_mammary_tissue,38953262.0,40977766.0,39965514.0,-2.9,2.67e-51,0,39.96308324341026
17,ENSG00000167914,GSDMA,prostate,38953262.0,40977766.0,39965514.0,-13.45,1.62e-51,0,39.96927957383643
17,ENSG00000141738,GRB7,liver,38737926.0,40747291.0,39742608.5,-2.12,1.57e-51,0,39.741366568890165
17,ENSG00000073605,GSDMB,whole_blood,38904594.0,40918650.0,39911622.0,-19.87,1.15e-51,0,39.91619523836533
17,ENSG00000108342,CSF3,spleen,39015360.0,41017813.0,40016586.5,2.91,1.08e-51,0,40.01756177447163
17,ENSG00000161395,PGAP3,artery_aorta,38671121.0,40696797.0,39683959.0,-13.1,7.75e-52,0,39.68853982434226
17,ENSG00000073605,GSDMB,skin_sun_exposed_lower_leg,38904594.0,40918650.0,39911622.0,-22.1,6.919999999999999e-52,0,39.91393237908093
17,ENSG00000008838,MED24,esophagus_mucosa,39019096.0,41061215.0,40040155.5,12.1,6.43e-52,0,40.04285855135783
17,ENSG00000161395,PGAP3,breast_mammary_tissue,38671121.0,40696797.0,39683959.0,-7.86,4.89e-52,0,39.68397489258312
17,ENSG00000008838,MED24,brain_limbic,39019096.0,41061215.0,40040155.5,6.21,3.71e-52,0,40.04562850361668
17,ENSG00000073605,GSDMB,esophagus_mucosa,38904594.0,40918650.0,39911622.0,15.8,3.54e-52,0,39.913349882390754
17,ENSG00000161405,IKZF3,cells_ebv-transformed_lymphocytes,38757714.0,40864188.0,39810951.0,13.17,2.89e-52,0,39.8100372605827
17,ENSG00000264968,RP11-387H17.4,vagina,38927741.0,40939601.0,39933671.0,9.08,2.7e-52,0,39.93494771856953
17,ENSG00000131748,STARD3,whole_blood,38637064.0,40663484.0,39650274.0,3.84,2.69e-52,0,39.64450431837972
17,ENSG00000161395,PGAP3,brain_basalganglia,38671121.0,40696797.0,39683959.0,-10.95,2.51e-52,0,39.681577897800096
17,ENSG00000141736,ERBB2,cells_ebv-transformed_lymphocytes,38688107.0,40730353.0,39709230.0,-6.6,1.35e-52,0,39.71115208244992
17,ENSG00000188895,MSL1,skin_not_sun_exposed_suprapubic,39122297.0,41136916.0,40129606.5,-2.66,5.24e-53,0,40.127087431286526
17,ENSG00000188895,MSL1,skin_sun_exposed_lower_leg,39122297.0,41136916.0,40129606.5,-6.18,5.05e-53,0,40.13102268514799
17,ENSG00000188895,MSL1,spleen,39122297.0,41136916.0,40129606.5,-6.18,5.02e-53,0,40.12875172441135
17,ENSG00000008838,MED24,ovary,39019096.0,41061215.0,40040155.5,-12.34,5.01e-53,0,40.03578118877067
17,ENSG00000141744,PNMT,artery_tibial,38667980.0,40670475.0,39669227.5,4.99,4.799999999999999e-53,0,39.66680688791147
17,ENSG00000188895,MSL1,thyroid,39122297.0,41136916.0,40129606.5,-7.87,4.58e-53,0,40.130446078928415
17,ENSG00000131748,STARD3,skin_not_sun_exposed_suprapubic,38637064.0,40663484.0,39650274.0,-13.7,4.2e-53,0,39.65136447313498
17,ENSG00000173991,TCAP,muscle_skeletal,38664186.0,40666555.0,39665370.5,-22.15,4.07e-53,0,39.6662624029862
17,ENSG00000172057,ORMDL3,adipose_subcutaneous,38921040.0,40927601.0,39924320.5,-2.05,4.03e-53,0,39.926158909838286
17,ENSG00000161395,PGAP3,muscle_skeletal,38671121.0,40696797.0,39683959.0,-13.72,3.17e-53,0,39.68578423924002
17,ENSG00000172057,ORMDL3,colon_transverse,38921040.0,40927601.0,39924320.5,11.7,3.05e-53,0,39.92349752122521
17,ENSG00000188895,MSL1,adipose_visceral_omentum,39122297.0,41136916.0,40129606.5,-6.64,2.86e-53,0,40.13436505915021
17,ENSG00000008838,MED24,vagina,39019096.0,41061215.0,40040155.5,12.43,2.81e-53,0,40.038566242440574
17,ENSG00000188895,MSL1,brain_cortex,39122297.0,41136916.0,40129606.5,-5.87,2.69e-53,0,40.12883687910319
17,ENSG00000161395,PGAP3,skin_sun_exposed_lower_leg,38671121.0,40696797.0,39683959.0,-12.4,2.65e-53,0,39.68866208026019
17,ENSG00000188895,MSL1,esophagus_mucosa,39122297.0,41136916.0,40129606.5,-6.18,2.31e-53,0,40.13328082786855
17,ENSG00000161395,PGAP3,adrenal_gland,38671121.0,40696797.0,39683959.0,-15.24,2.29e-53,0,39.68640566300249
17,ENSG00000141744,PNMT,heart_left_ventricle,38667980.0,40670475.0,39669227.5,-15.81,2.23e-53,0,39.66443022264775
17,ENSG00000188895,MSL1,artery_aorta,39122297.0,41136916.0,40129606.5,-6.66,2.22e-53,0,40.13464029136494
17,ENSG00000188895,MSL1,heart_atrial_appendage,39122297.0,41136916.0,40129606.5,-6.18,2.19e-53,0,40.13217739559459
17,ENSG00000141744,PNMT,muscle_skeletal,38667980.0,40670475.0,39669227.5,-14.34,2.08e-53,0,39.67521366407881
17,ENSG00000188895,MSL1,brain_cerebellum,39122297.0,41136916.0,40129606.5,-6.27,2.07e-53,0,40.125399879655895
17,ENSG00000188895,MSL1,adrenal_gland,39122297.0,41136916.0,40129606.5,-6.93,2.05e-53,0,40.13402401268842
17,ENSG00000161395,PGAP3,thyroid,38671121.0,40696797.0,39683959.0,-10.23,1.87e-53,0,39.67990891521612
17,ENSG00000172057,ORMDL3,esophagus_muscularis,38921040.0,40927601.0,39924320.5,-2.58,1.83e-53,0,39.92570721477141
17,ENSG00000188895,MSL1,stomach,39122297.0,41136916.0,40129606.5,-6.97,1.4999999999999999e-53,0,40.12509233979419
17,ENSG00000008838,MED24,artery_aorta,39019096.0,41061215.0,40040155.5,12.5,1.4999999999999999e-53,0,40.04433159875187
17,ENSG00000188895,MSL1,esophagus_muscularis,39122297.0,41136916.0,40129606.5,-7.82,1.46e-53,0,40.1332943275047
17,ENSG00000188895,MSL1,adipose_subcutaneous,39122297.0,41136916.0,40129606.5,-6.18,1.44e-53,0,40.130435708863374
17,ENSG00000131771,PPP1R1B,heart_atrial_appendage,38626739.0,40636626.0,39631682.5,-14.08,1.43e-53,0,39.63056869956671
17,ENSG00000131771,PPP1R1B,skin_not_sun_exposed_suprapubic,38626739.0,40636626.0,39631682.5,8.0,1.41e-53,0,39.626512503945456
17,ENSG00000131748,STARD3,heart_left_ventricle,38637064.0,40663484.0,39650274.0,-2.01,1.4e-53,0,39.652643145277736
17,ENSG00000188895,MSL1,artery_coronary,39122297.0,41136916.0,40129606.5,-6.18,1.33e-53,0,40.12904901219214
17,ENSG00000188895,MSL1,brain_basalganglia,39122297.0,41136916.0,40129606.5,-6.23,1.25e-53,0,40.13227116719364
17,ENSG00000108342,CSF3,muscle_skeletal,39015360.0,41017813.0,40016586.5,2.68,1.18e-53,0,40.02098308791115
17,ENSG00000188895,MSL1,colon_sigmoid,39122297.0,41136916.0,40129606.5,-6.21,1.14e-53,0,40.13531275806004
17,ENSG00000188895,MSL1,pituitary,39122297.0,41136916.0,40129606.5,-6.18,1.13e-53,0,40.13387614010871
17,ENSG00000279199,RP11-749I16.3,colon_sigmoid,39113214.0,41115442.0,40114328.0,3.43,1.13e-53,0,40.10846856901022
17,ENSG00000167258,CDK12,skin_sun_exposed_lower_leg,38461510.0,40564907.0,39513208.5,4.89,1.12e-53,0,39.511528236773735
17,ENSG00000188895,MSL1,artery_tibial,39122297.0,41136916.0,40129606.5,-7.13,1.12e-53,0,40.13236638674909
17,ENSG00000108352,RAPGEFL1,cells_ebv-transformed_lymphocytes,39177009.0,41195656.0,40186332.5,5.77,1.0599999999999999e-53,0,40.182392056127135
17,ENSG00000188895,MSL1,brain_limbic,39122297.0,41136916.0,40129606.5,-6.1,1.0599999999999999e-53,0,40.12985893927445
17,ENSG00000188895,MSL1,heart_left_ventricle,39122297.0,41136916.0,40129606.5,-6.18,1.05e-53,0,40.12425855586008
17,ENSG00000188895,MSL1,prostate,39122297.0,41136916.0,40129606.5,-6.18,1.02e-53,0,40.12600645829876
17,ENSG00000188895,MSL1,minor_salivary_gland,39122297.0,41136916.0,40129606.5,-7.4,9.2e-54,0,40.12382876153353
17,ENSG00000188895,MSL1,pancreas,39122297.0,41136916.0,40129606.5,-6.18,9.19e-54,0,40.13313087244029
17,ENSG00000073605,GSDMB,breast_mammary_tissue,38904594.0,40918650.0,39911622.0,-15.54,8.829999999999998e-54,0,39.90830909625672
17,ENSG00000161405,IKZF3,whole_blood,38757714.0,40864188.0,39810951.0,-12.38,8.8e-54,0,39.809095220168366
17,ENSG00000188895,MSL1,nerve_tibial,39122297.0,41136916.0,40129606.5,-6.18,7.569999999999999e-54,0,40.13474347552159
17,ENSG00000108349,CASC3,nerve_tibial,39140322.0,41172183.0,40156252.5,5.18,6.839999999999999e-54,0,40.15870547282308
17,ENSG00000141736,ERBB2,skin_sun_exposed_lower_leg,38688107.0,40730353.0,39709230.0,-16.5,6.37e-54,0,39.70361206715437
17,ENSG00000188895,MSL1,brain_spinal_cord_cervical_c-1,39122297.0,41136916.0,40129606.5,-14.44,6.02e-54,0,40.12558282987798
17,ENSG00000073605,GSDMB,ovary,38904594.0,40918650.0,39911622.0,-2.53,5.98e-54,0,39.913079740818
17,ENSG00000266208,CTD-2267D19.3,esophagus_muscularis,39360654.0,41364693.0,40362673.5,-7.32,5.889999999999998e-54,0,40.36360024306325
17,ENSG00000108342,CSF3,adipose_subcutaneous,39015360.0,41017813.0,40016586.5,-10.45,5.21e-54,0,40.013441213856495
17,ENSG00000167914,GSDMA,thyroid,38953262.0,40977766.0,39965514.0,-3.98,4.99e-54,0,39.9707245679751
17,ENSG00000188895,MSL1,colon_transverse,39122297.0,41136916.0,40129606.5,-5.29,4.8499999999999997e-54,0,40.13097409147159
17,ENSG00000186075,ZPBP2,prostate,38868163.0,40877896.0,39873029.5,10.24,4.3199999999999995e-54,0,39.873457093636304
17,ENSG00000188895,MSL1,breast_mammary_tissue,39122297.0,41136916.0,40129606.5,-6.18,4.3199999999999995e-54,0,40.13068541971626
17,ENSG00000161395,PGAP3,adipose_visceral_omentum,38671121.0,40696797.0,39683959.0,-10.23,4.11e-54,0,39.6867204643542
17,ENSG00000161395,PGAP3,minor_salivary_gland,38671121.0,40696797.0,39683959.0,-10.23,3.91e-54,0,39.68170233994576
17,ENSG00000094804,CDC6,colon_sigmoid,39287632.0,41304657.0,40296144.5,9.5,3.7599999999999994e-54,0,40.29492315274659
17,ENSG00000161395,PGAP3,prostate,38671121.0,40696797.0,39683959.0,-11.21,3.6799999999999996e-54,0,39.6804771249877
17,ENSG00000188895,MSL1,testis,39122297.0,41136916.0,40129606.5,-6.18,3.52e-54,0,40.12584081607056
17,ENSG00000186075,ZPBP2,spleen,38868163.0,40877896.0,39873029.5,22.1,3.08e-54,0,39.87836196867981
17,ENSG00000167258,CDK12,artery_aorta,38461510.0,40564907.0,39513208.5,2.56,3.04e-54,0,39.51608310954059
17,ENSG00000131771,PPP1R1B,ovary,38626739.0,40636626.0,39631682.5,2.83,2.7799999999999995e-54,0,39.63156800570341
17,ENSG00000073605,GSDMB,testis,38904594.0,40918650.0,39911622.0,4.21,2.7799999999999995e-54,0,39.90835097553568
17,ENSG00000167914,GSDMA,minor_salivary_gland,38953262.0,40977766.0,39965514.0,-14.87,2.6299999999999996e-54,0,39.96256627778124
17,ENSG00000188895,MSL1,lung,39122297.0,41136916.0,40129606.5,-10.1,2.5899999999999997e-54,0,40.124302849923886
17,ENSG00000108349,CASC3,brain_cerebellum,39140322.0,41172183.0,40156252.5,2.64,2.4499999999999998e-54,0,40.1554654995067
17,ENSG00000264968,RP11-387H17.4,colon_transverse,38927741.0,40939601.0,39933671.0,6.97,2.3999999999999998e-54,0,39.93141255058393
17,ENSG00000172057,ORMDL3,thyroid,38921040.0,40927601.0,39924320.5,12.38,2.3899999999999998e-54,0,39.92667662186579
17,ENSG00000161395,PGAP3,heart_left_ventricle,38671121.0,40696797.0,39683959.0,-10.23,2.1599999999999997e-54,0,39.68249202207152
17,ENSG00000172057,ORMDL3,spleen,38921040.0,40927601.0,39924320.5,16.8,1.97e-54,0,39.92047574413072
17,ENSG00000173991,TCAP,testis,38664186.0,40666555.0,39665370.5,4.56,1.91e-54,0,39.659666644740696
17,ENSG00000008838,MED24,cells_ebv-transformed_lymphocytes,39019096.0,41061215.0,40040155.5,-5.17,1.8799999999999997e-54,0,40.03496249557756
17,ENSG00000108344,PSMD3,artery_tibial,38980796.0,40997960.0,39989378.0,-5.63,1.87e-54,0,39.99153071328198
17,ENSG00000172057,ORMDL3,lung,38921040.0,40927601.0,39924320.5,22.3,1.7799999999999998e-54,0,39.92376486213468
17,ENSG00000131759,RARA,minor_salivary_gland,39309191.0,41357643.0,40333417.0,-3.65,1.7299999999999998e-54,0,40.333855950533305
17,ENSG00000108344,PSMD3,cells_cultured_fibroblasts,38980796.0,40997960.0,39989378.0,-20.62,1.7e-54,0,39.99413805551649
