block	ens_gene_id	ens_tx_id	mol_name	tissue	ref_name	type	chrom	tx_start	tx_stop	block_genes	trait	inference_pop1	inter_z_pop1	cv.R2_pop1	cv.R2.pval_pop1	ldregion_pop1	twas_z_pop1	pips_pop1	in_cred_set_pop1	symbol	tissues
3:66220021-3:68237764	ENSG00000172340_mait		ENSG00000172340_mait		onek1k		3	66360459.0	68654614.0	15	trait	lasso		0.0023972597302238	0.0831762081787394	3:66293688-3:68233947	-1.99	0.121	1	ENSG00000172340	mait
20:34225635-20:36332043	ENSG00000214078_b_intermediate		ENSG00000214078_b_intermediate		onek1k		20	34626030.0	36664759.0	79	trait	lasso		0.0032935820587938	0.041202472443488	20:34228680-20:36331995	2.59	0.0731	1	ENSG00000214078	b_intermediate
21:40017600-21:41901419	ENSG00000182240_b_intermediate		ENSG00000182240_b_intermediate		onek1k		21	40167800.0	42282518.0	29	trait	blup		0.0004669450019982	0.2289189490494886	21:40019129-21:41899757	-4.19	0.969	1	ENSG00000182240	b_intermediate
9:122109043-9:124209608	ENSG00000165209_b_intermediate		ENSG00000165209_b_intermediate		onek1k		9	122115763.0	124268576.0	55	trait	blup		0.0049401252700632	0.0164351355374786	9:122111456-9:124208851	3.01	0.257	1	ENSG00000165209	b_intermediate
11:33937192-11:35481057	ENSG00000121691_b_intermediate		ENSG00000121691_b_intermediate		onek1k		11	33438924.0	35472062.0	26	trait	blup		0.0021681941431088	0.0790769195836384	11:33938199-11:35479735	-3.46	0.629	1	ENSG00000121691	b_intermediate
11:33937192-11:35481057	ENSG00000121691_b_naive		ENSG00000121691_b_naive		onek1k		11	33438924.0	35472062.0	26	trait	blup		0.0111628707755002	0.0005947221755199	11:33938199-11:35479735	-2.96	0.171	1	ENSG00000121691	b_naive
5:121116471-5:123221211	ENSG00000205302_b_intermediate		ENSG00000205302_b_intermediate		onek1k		5	121774995.0	123830108.0	29	trait	lasso		0.00327621714013	0.0416115640278805	5:121116723-5:123218166	2.93	0.349	1	ENSG00000205302	b_intermediate
2:134401007-2:136285224	ENSG00000144224_b_intermediate		ENSG00000144224_b_intermediate		onek1k		2	134741618.0	136785055.0	28	trait	blup		0.0047618839833925	0.0181286280325147	2:134413604-2:136282110	2.26	0.112	1	ENSG00000144224	b_intermediate
1:151566405-1:153208353	ENSG00000163191_b_intermediate		ENSG00000163191_b_intermediate		onek1k		1	151032505.0	153047907.0	86	trait	lasso		0.0013800113335451	0.1272793854182089	1:151568604-1:153208091	-4.25	0.978	1	ENSG00000163191	b_intermediate
1:151566405-1:153208353	ENSG00000197747_cd4_tcm		ENSG00000197747_cd4_tcm		onek1k		1	150982914.0	152994390.0	86	trait	blup		0.0618103264559608	2.450459873937034e-15	1:151568604-1:153208091	-4.49	0.956	1	ENSG00000197747	cd4_tcm
1:153208353-1:154797927	ENSG00000143543_cd16_mono		ENSG00000143543_cd16_mono		onek1k		1	152974363.0	154977688.0	86	trait	lasso		0.0038178049067316	0.0350362977862985	1:153209588-1:154797062	3.8	0.571	1	ENSG00000143543	cd16_mono
1:153208353-1:154797927	ENSG00000143621_cd16_mono		ENSG00000143621_cd16_mono		onek1k		1	152661830.0	154671048.0	86	trait	blup		0.0007701332322018	0.1932502453716997	1:153209588-1:154797062	3.26	0.117	1	ENSG00000143621	cd16_mono
1:153208353-1:154797927	ENSG00000177954_mait		ENSG00000177954_mait		onek1k		1	152990758.0	154992150.0	86	trait	blup		0.0023272147978076	0.0862435539883073	1:153209588-1:154797062	-3.09	0.0594	1	ENSG00000177954	mait
1:153208353-1:154797927	ENSG00000143543_b_memory		ENSG00000143543_b_memory		onek1k		1	152974363.0	154977688.0	86	trait	lasso		0.0012887181137581	0.1343554166139555	1:153209588-1:154797062	-1.96	0.0476	1	ENSG00000143543	b_memory
9:12276489-9:14836365	ENSG00000175893_b_intermediate		ENSG00000175893_b_intermediate		onek1k		9	13611070.0	15693471.0	30	trait	enet		0.0009006238497532	0.1721178991610142	9:12276668-9:14835081	2.73	0.243	1	ENSG00000175893	b_intermediate
19:48778970-19:51029311	ENSG00000142534_b_intermediate		ENSG00000142534_b_intermediate		onek1k		19	48496373.0	50499689.0	155	trait	lasso		0.0353314956842888	2.487233021600753e-09	19:48781874-19:51026135	-2.74	0.0322	1	ENSG00000142534	b_intermediate
19:48778970-19:51029311	ENSG00000142541_cd16_mono		ENSG00000142541_cd16_mono		onek1k		19	48487553.0	50492308.0	155	trait	lasso		0.0350836623048493	8.490930876789468e-09	19:48781874-19:51026135	-2.67	0.0269	1	ENSG00000142541	cd16_mono
19:48778970-19:51029311	ENSG00000142541_nk		ENSG00000142541_nk		onek1k		19	48487553.0	50492308.0	155	trait	lasso		0.0458424715655819	9.87295789277753e-12	19:48781874-19:51026135	-2.65	0.0255	1	ENSG00000142541	nk
19:48778970-19:51029311	ENSG00000142534_b_memory		ENSG00000142534_b_memory		onek1k		19	48496373.0	50499689.0	155	trait	enet		0.0463689978139965	8.086845581592058e-12	19:48781874-19:51026135	-2.36	0.0125	1	ENSG00000142534	b_memory
19:48778970-19:51029311	ENSG00000161671_cd4_tcm		ENSG00000161671_cd4_tcm		onek1k		19	49476942.0	51490870.0	155	trait	lasso		0.0002478059741459	0.265760165436001	19:48781874-19:51026135	-2.27	0.0124	1	ENSG00000161671	cd4_tcm
19:48778970-19:51029311	ENSG00000142546_cd8_naive		ENSG00000142546_cd8_naive		onek1k		19	48555710.0	50590262.0	155	trait	enet		-0.0001075639072005	0.3435494501790885	19:48781874-19:51026135	-2.19	0.0115	1	ENSG00000142546	cd8_naive
19:48778970-19:51029311	ENSG00000142534_cd8_tcm		ENSG00000142534_cd8_tcm		onek1k		19	48496373.0	50499689.0	155	trait	lasso		0.0196500834663634	7.580173099033009e-06	19:48781874-19:51026135	-2.29	0.0108	1	ENSG00000142534	cd8_tcm
8:23039544-8:24817205	ENSG00000120913_treg		ENSG00000120913_treg		onek1k		8	21578278.0	23598025.0	34	trait	blup		0.0027670837133534	0.0573191138715621	8:23041082-8:24817145	-3.2	0.545	1	ENSG00000120913	treg
8:23039544-8:24817205	ENSG00000147454_b_memory		ENSG00000147454_b_memory		onek1k		8	22528804.0	24575463.0	34	trait	blup		0.0022279002722985	0.0760228440200002	8:23041082-8:24817145	2.69	0.29	1	ENSG00000147454	b_memory
5:159398690-5:160546937	ENSG00000113312_treg		ENSG00000113312_treg		onek1k		5	159009112.0	161065543.0	23	trait	blup		0.0023904962132499	0.071115850027695	5:159400511-5:160546673	-2.75	0.266	1	ENSG00000113312	treg
5:159398690-5:160546937	ENSG00000164609_cd16_mono		ENSG00000164609_cd16_mono		onek1k		5	159401640.0	161421711.0	23	trait	enet		0.0010708461351454	0.1611176331885317	5:159400511-5:160546673	2.4	0.129	1	ENSG00000164609	cd16_mono
5:159398690-5:160546937	ENSG00000113312_cd8_naive		ENSG00000113312_cd8_naive		onek1k		5	159009112.0	161065543.0	23	trait	lasso		0.0023533179022756	0.0723454690423399	5:159400511-5:160546673	-2.27	0.115	1	ENSG00000113312	cd8_naive
19:44239955-19:45599439	ENSG00000104853_cd16_mono		ENSG00000104853_cd16_mono		onek1k		19	43954590.0	45993341.0	67	trait	lasso		0.0016093490200288	0.1175789599671013	19:44244423-19:45596281	-3.48	0.482	1	ENSG00000104853	cd16_mono
19:44239955-19:45599439	ENSG00000007255_gdt		ENSG00000007255_gdt		onek1k		19	44162927.0	46178237.0	67	trait	lasso		-0.0001689549461001	0.3594306377581684	19:44244423-19:45596281	-2.3	0.0502	1	ENSG00000007255	gdt
19:44239955-19:45599439	ENSG00000125740_cd14_mono		ENSG00000125740_cd14_mono		onek1k		19	44467994.0	46475179.0	67	trait	lasso		0.0060264274862028	0.0102365760305033	19:44244423-19:45596281	-2.23	0.0427	1	ENSG00000125740	cd14_mono
19:45599439-19:46646825	ENSG00000105287_b_memory		ENSG00000105287_b_memory		onek1k		19	45674274.0	47717127.0	61	trait	blup		0.0005023548184692	0.2232894934947159	19:45600991-19:46645309	4.23	0.827	1	ENSG00000105287	b_memory
19:45599439-19:46646825	ENSG00000160014_treg		ENSG00000160014_treg		onek1k		19	45601235.0	47610793.0	61	trait	blup		0.0004099907479028	0.2391076608160023	19:45600991-19:46645309	-4.14	0.757	1	ENSG00000160014	treg
17:36141651-17:38653091	ENSG00000277791_nk		ENSG00000277791_nk		onek1k		17	37752735.0	39764231.0	72	trait	blup		0.0008295104977761	0.1795890518053712	17:36141982-17:38652844	-6.27	0.981	1	ENSG00000277791	nk
17:36141651-17:38653091	ENSG00000275023_cd4_tem		ENSG00000275023_cd4_tem		onek1k		17	37705541.0	39729803.0	72	trait	blup		0.0022907787334003	0.0769414272498686	17:36141982-17:38652844	2.94	0.295	1	ENSG00000275023	cd4_tem
17:36141651-17:38653091	ENSG00000277791_cd8_tem		ENSG00000277791_cd8_tem		onek1k		17	37752735.0	39764231.0	72	trait	lasso		0.0028474494781397	0.0527411910875029	17:36141982-17:38652844	-2.26	0.0578	1	ENSG00000277791	cd8_tem
17:38653091-17:40721152	ENSG00000108298_b_intermediate		ENSG00000108298_b_intermediate		onek1k		17	38200282.0	40204727.0	105	trait	lasso		0.0072856725914985	0.0046200538256927	17:38661566-17:40720632	5.4	0.999	1	ENSG00000108298	b_intermediate
17:38653091-17:40721152	ENSG00000126353_b_intermediate		ENSG00000126353_b_intermediate		onek1k		17	39553768.0	41565472.0	105	trait	blup		0.000961125801644	0.1655740915738563	17:38661566-17:40720632	-5.75	0.985	1	ENSG00000126353	b_intermediate
17:38653091-17:40721152	ENSG00000108298_cd14_mono		ENSG00000108298_cd14_mono		onek1k		17	38200282.0	40204727.0	105	trait	lasso		0.0038473906457928	0.0326021609055491	17:38661566-17:40720632	-3.73	0.815	1	ENSG00000108298	cd14_mono
17:40721152-17:41743558	ENSG00000073584_treg		ENSG00000073584_treg		onek1k		17	39624961.0	41648299.0	86	trait	blup		0.0059172947953924	0.0102064980121933	17:40722029-17:41742501	-2.33	0.168	1	ENSG00000073584	treg
17:40721152-17:41743558	ENSG00000073584_cd4_ctl		ENSG00000073584_cd4_ctl		onek1k		17	39624961.0	41648299.0	86	trait	blup		0.0001812072559221	0.284615325776646	17:40722029-17:41742501	-2.08	0.131	1	ENSG00000073584	cd4_ctl
11:106650168-11:107973474	ENSG00000152404_treg		ENSG00000152404_treg		onek1k		11	106326344.0	108457844.0	17	trait	lasso		-0.00057142957844	0.497646602259217	11:106656863-11:107963947	-2.86	0.425	1	ENSG00000152404	treg
11:106650168-11:107973474	ENSG00000152404_cd4_ctl		ENSG00000152404_cd4_ctl		onek1k		11	106326344.0	108457844.0	17	trait	lasso		0.0018074000918734	0.1169462197469744	11:106656863-11:107963947	-2.07	0.11	1	ENSG00000152404	cd4_ctl
11:107973474-11:108566310	ENSG00000075239_cd4_naive		ENSG00000075239_cd4_naive		onek1k		11	107121750.0	109147776.0	9	trait	lasso		0.0480277611839824	3.268687005836644e-12	11:107976450-11:108563349	-2.3	0.25	1	ENSG00000075239	cd4_naive
11:107973474-11:108566310	ENSG00000149311_cd8_naive		ENSG00000149311_cd8_naive		onek1k		11	107222483.0	109369102.0	9	trait	lasso		0.0132459139114556	0.000223790229303	11:107976450-11:108563349	-2.06	0.165	1	ENSG00000149311	cd8_naive
11:107973474-11:108566310	ENSG00000149311_cd4_tcm		ENSG00000149311_cd4_tcm		onek1k		11	107222483.0	109369102.0	9	trait	lasso		0.0840579767788683	1.9312233357269874e-20	11:107976450-11:108563349	-2.01	0.153	1	ENSG00000149311	cd4_tcm
11:107973474-11:108566310	ENSG00000149311_cd4_naive		ENSG00000149311_cd4_naive		onek1k		11	107222483.0	109369102.0	9	trait	lasso		0.0439463782284617	2.6907676426981107e-11	11:107976450-11:108563349	-1.94	0.14	1	ENSG00000149311	cd4_naive
11:108566310-11:109995390	ENSG00000149311_treg		ENSG00000149311_treg		onek1k		11	107222483.0	109369102.0	18	trait	blup		0.0128685223355972	0.0002770958363504	11:108568016-11:109995287	-1.99	0.114	1	ENSG00000149311	treg
10:108557947-10:110801735	ENSG00000108055_treg		ENSG00000108055_treg		onek1k		10	109567690.0	111604636.0	29	trait	blup		0.0025346186768836	0.0654582036577748	10:108559699-10:110799535	2.37	0.129	1	ENSG00000108055	treg
16:10332175-16:11426305	ENSG00000189067_treg		ENSG00000189067_treg		onek1k		16	10547721.0	12636381.0	45	trait	lasso		-0.0006150130266082	0.5175089453065738	16:10336503-16:11419378	12.5	1.0	1	ENSG00000189067	treg
16:10332175-16:11426305	ENSG00000189067_nk_cd56bright		ENSG00000189067_nk_cd56bright		onek1k		16	10547721.0	12636381.0	45	trait	lasso		-0.0001324298602509	0.3487304704289713	16:10336503-16:11419378	-4.22	0.0423	1	ENSG00000189067	nk_cd56bright
16:11426305-16:12519241	ENSG00000103342_cd8_naive		ENSG00000103342_cd8_naive		onek1k		16	10868127.0	12916082.0	29	trait	enet		-0.0001785095359776	0.3622723455526849	16:11427193-16:12518604	2.64	0.188	1	ENSG00000103342	cd8_naive
16:11426305-16:12519241	ENSG00000171490_b_memory		ENSG00000171490_b_memory		onek1k		16	10833849.0	12851585.0	29	trait	lasso		0.0025673198898825	0.0622741952318232	16:11427193-16:12518604	-2.35	0.128	1	ENSG00000171490	b_memory
16:11426305-16:12519241	ENSG00000103342_cd4_tem		ENSG00000103342_cd4_tem		onek1k		16	10868127.0	12916082.0	29	trait	blup		0.0020034793235153	0.0907498477644334	16:11427193-16:12518604	-2.03	0.0576	1	ENSG00000103342	cd4_tem
16:12519241-16:13060580	ENSG00000103381_cd16_mono		ENSG00000103381_cd16_mono		onek1k		16	11659798.0	13804017.0	12	trait	lasso		0.0080169765338694	0.0040813179106313	16:12520199-16:13058973	3.81	0.953	1	ENSG00000103381	cd16_mono
10:60899921-10:61581937	ENSG00000150347_treg		ENSG00000150347_treg		onek1k		10	60901299.0	63096944.0	5	trait	blup		0.0005432385121229	0.2188910714073969	10:60901336-10:61580967	1.11	0.19	1	ENSG00000150347	treg
14:53531113-14:54766963	ENSG00000100528_treg		ENSG00000100528_treg		onek1k		14	53423559.0	55441431.0	14	trait	blup		0.000107216149689	0.294242973761491	14:53531579-14:54765493	-2.1	0.167	1	ENSG00000100528	treg
15:64812469-15:66802429	ENSG00000174444_treg		ENSG00000174444_treg		onek1k		15	65498014.0	67524532.0	65	trait	blup		0.0058060204236956	0.0108306828843502	15:64814293-15:66797492	-2.96	0.205	1	ENSG00000174444	treg
15:66802429-15:68725660	ENSG00000189227_cd16_mono		ENSG00000189227_cd16_mono		onek1k		15	66521067.0	68530143.0	30	trait	lasso		0.0034165899617474	0.0433731343325927	15:66806517-15:68725397	2.49	0.152	1	ENSG00000189227	cd16_mono
3:56399879-3:58171792	ENSG00000180376_treg		ENSG00000180376_treg		onek1k		3	55557160.0	57619901.0	31	trait	lasso		0.0250997188843822	5.784319925367185e-07	3:56401564-3:58169894	-2.84	0.284	1	ENSG00000180376	treg
2:8282017-2:10158342	ENSG00000134308_cd4_ctl		ENSG00000134308_cd4_ctl		onek1k		2	8583971.0	10631014.0	45	trait	lasso		0.0014473862404006	0.1410079400580627	2:8282704-2:10156725	-3.23	0.312	1	ENSG00000134308	cd4_ctl
2:8282017-2:10158342	ENSG00000134330_cd8_naive		ENSG00000134330_cd8_naive		onek1k		2	8473657.0	10496543.0	45	trait	lasso		0.0049202965376267	0.0172820445713671	2:8282704-2:10156725	3.21	0.293	1	ENSG00000134330	cd8_naive
2:10158342-2:12279024	ENSG00000143870_gdt		ENSG00000143870_gdt		onek1k		2	9787280.0	11837977.0	52	trait	blup		0.0023871537949327	0.0714612837004818	2:10159679-2:12275106	-2.62	0.118	1	ENSG00000143870	gdt
2:66999034-2:67783044	ENSG00000197223_gdt		ENSG00000197223_gdt		onek1k		2	67041129.0	69110948.0	7	trait	blup		0.003474950263255	0.0386473022762502	2:67003923-2:67781328	-1.94	0.253	1	ENSG00000197223	gdt
2:68912432-2:70528066	ENSG00000087338_nk_cd56bright		ENSG00000087338_nk_cd56bright		onek1k		2	68829641.0	70881396.0	41	trait	lasso		0.0062126582158652	0.0097192487000578	2:68912855-2:70524142	-2.55	0.131	1	ENSG00000087338	nk_cd56bright
