block	ens_gene_id	ens_tx_id	mol_name	tissue	ref_name	type	chrom	tx_start	tx_stop	block_genes	trait	inference_pop1	inter_z_pop1	cv.R2_pop1	cv.R2.pval_pop1	ldregion_pop1	twas_z_pop1	pips_pop1	in_cred_set_pop1	symbol	tissues
9:101862155-9:103205694	ENSG00000204291_colon_transverse		ENSG00000204291_colon_transverse		gtex		9	97943178.0	100070792.0	9	trait	meta				9:101864098-9:103202590	2.59	0.0965	1	ENSG00000204291	colon_transverse
3:62369991-3:63683610	ENSG00000239653_adipose_visceral_omentum		ENSG00000239653_adipose_visceral_omentum		gtex		3	63004021.0	65012148.0	13	trait	enet		0.0916277048139889	1.984804104470361e-08	3:62371558-3:63679126	2.21	0.207	1	ENSG00000239653	adipose_visceral_omentum
3:63683610-3:65287863	ENSG00000239653_cells_cultured_fibroblasts		ENSG00000239653_cells_cultured_fibroblasts		gtex		3	63004021.0	65012148.0	24	trait	lasso		0.0802187405283438	1.5337311291876797e-07	3:63690378-3:65286904	2.17	0.0968	1	ENSG00000239653	cells_cultured_fibroblasts
3:63683610-3:65287863	ENSG00000163635_colon_transverse		ENSG00000163635_colon_transverse		gtex		3	62864556.0	65003462.0	24	trait	meta				3:63690378-3:65286904	2.11	0.0868	1	ENSG00000163635	colon_transverse
3:65287863-3:66220021	ENSG00000240175_testis		ENSG00000240175_testis		gtex		3	64893815.0	66925297.0	9	trait	enet		0.0917213073534241	1.6501816012436974e-07	3:65289469-3:66139965	-2.51	0.411	1	ENSG00000240175	testis
3:66220021-3:68237764	ENSG00000172340_minor_salivary_gland		ENSG00000172340_minor_salivary_gland		gtex		3	66360459.0	68654614.0	15	trait	blup		0.162635330057592	3.549727183351766e-06	3:66293688-3:68233947	3.08	0.266	1	ENSG00000172340	minor_salivary_gland
3:66220021-3:68237764	ENSG00000241316_breast_mammary_tissue		ENSG00000241316_breast_mammary_tissue		gtex		3	66654696.0	68947713.0	15	trait	enet		0.132405873116025	1.127865334118257e-11	3:66293688-3:68233947	-2.03	0.174	1	ENSG00000241316	breast_mammary_tissue
3:66220021-3:68237764	ENSG00000172340_brain_substantia_nigra		ENSG00000172340_brain_substantia_nigra		gtex		3	66360459.0	68654614.0	15	trait	blup		0.0975532699266222	0.0008627079589828	3:66293688-3:68233947	2.9	0.17	1	ENSG00000172340	brain_substantia_nigra
3:66220021-3:68237764	ENSG00000172340_vagina		ENSG00000172340_vagina		gtex		3	66360459.0	68654614.0	15	trait	blup		0.1212820969237138	5.013609515429475e-05	3:66293688-3:68233947	2.78	0.132	1	ENSG00000172340	vagina
3:66220021-3:68237764	ENSG00000172340_brain_cerebellum		ENSG00000172340_brain_cerebellum		gtex		3	66360459.0	68654614.0	15	trait	meta				3:66293688-3:68233947	2.15	0.12	1	ENSG00000172340	brain_cerebellum
3:66220021-3:68237764	ENSG00000172340_artery_tibial		ENSG00000172340_artery_tibial		gtex		3	66360459.0	68654614.0	15	trait	enet		0.2604393649260224	7.707339027894158e-23	3:66293688-3:68233947	2.61	0.0999	1	ENSG00000172340	artery_tibial
3:66220021-3:68237764	ENSG00000172340_pituitary		ENSG00000172340_pituitary		gtex		3	66360459.0	68654614.0	15	trait	blup		0.0853254334588816	6.302692629381149e-06	3:66293688-3:68233947	2.68	0.0893	1	ENSG00000172340	pituitary
3:66220021-3:68237764	ENSG00000172340_adipose_visceral_omentum		ENSG00000172340_adipose_visceral_omentum		gtex		3	66360459.0	68654614.0	15	trait	lasso		0.1538475570134102	1.9661610436292258e-13	3:66293688-3:68233947	2.48	0.0875	1	ENSG00000172340	adipose_visceral_omentum
3:66220021-3:68237764	ENSG00000172340_ovary		ENSG00000172340_ovary		gtex		3	66360459.0	68654614.0	15	trait	blup		0.0896588141150321	0.0001918287337655	3:66293688-3:68233947	2.38	0.0662	1	ENSG00000172340	ovary
3:66220021-3:68237764	ENSG00000172340_esophagus_muscularis		ENSG00000172340_esophagus_muscularis		gtex		3	66360459.0	68654614.0	15	trait	lasso		0.2273787633751999	8.613162966638676e-20	3:66293688-3:68233947	2.34	0.0626	1	ENSG00000172340	esophagus_muscularis
3:66220021-3:68237764	ENSG00000172340_nerve_tibial		ENSG00000172340_nerve_tibial		gtex		3	66360459.0	68654614.0	15	trait	lasso		0.1026264465434647	2.716353796915218e-09	3:66293688-3:68233947	2.21	0.0576	1	ENSG00000172340	nerve_tibial
3:66220021-3:68237764	ENSG00000172340_prostate		ENSG00000172340_prostate		gtex		3	66360459.0	68654614.0	15	trait	blup		0.1754124455034892	1.6166597901386084e-09	3:66293688-3:68233947	2.31	0.0575	1	ENSG00000172340	prostate
12:96715061-12:98912209	ENSG00000257167_testis		ENSG00000257167_testis		gtex		12	97512972.0	99516251.0	32	trait	blup		0.0635783101972656	1.287914982074788e-05	12:96716063-12:98911156	-2.46	0.138	1	ENSG00000257167	testis
12:98912209-12:101053863	ENSG00000238105_brain_cerebellum		ENSG00000238105_brain_cerebellum		gtex		12	99156411.0	101173195.0	26	trait	meta				12:98916788-12:101045001	1.99	0.0702	1	ENSG00000238105	brain_cerebellum
12:98912209-12:101053863	ENSG00000120802_testis		ENSG00000120802_testis		gtex		12	97515897.0	99550379.0	26	trait	lasso		0.0994470906034186	4.915605681513844e-08	12:98916788-12:101045001	1.94	0.0678	1	ENSG00000120802	testis
14:76763129-14:78095602	ENSG00000165548_spleen		ENSG00000165548_spleen		gtex		14	76175849.0	78259495.0	45	trait	lasso		0.0594545215538211	0.0004827430305345	14:76764157-14:78091419	-2.48	0.223	1	ENSG00000165548	spleen
14:76763129-14:78095602	ENSG00000151445_thyroid		ENSG00000151445_thyroid		gtex		14	76426674.0	78457869.0	45	trait	enet		0.118192503484277	1.5751972087242438e-10	14:76764157-14:78091419	3.14	0.18	1	ENSG00000151445	thyroid
14:76763129-14:78095602	ENSG00000100577_minor_salivary_gland		ENSG00000100577_minor_salivary_gland		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.1970557816321081	2.859087157734424e-07	14:76764157-14:78091419	-2.9	0.085	1	ENSG00000100577	minor_salivary_gland
14:76763129-14:78095602	ENSG00000100583_brain_basalganglia		ENSG00000100583_brain_basalganglia		gtex		14	76376688.0	78391497.0	45	trait	meta				14:76764157-14:78091419	2.47	0.0656	1	ENSG00000100583	brain_basalganglia
14:76763129-14:78095602	ENSG00000100577_breast_mammary_tissue		ENSG00000100577_breast_mammary_tissue		gtex		14	76320884.0	78331597.0	45	trait	enet		0.1796252192708851	1.334661044340981e-15	14:76764157-14:78091419	-2.74	0.055	1	ENSG00000100577	breast_mammary_tissue
14:76763129-14:78095602	ENSG00000100577_heart_atrial_appendage		ENSG00000100577_heart_atrial_appendage		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.2153552240138436	1.029937391456873e-18	14:76764157-14:78091419	-2.73	0.0485	1	ENSG00000100577	heart_atrial_appendage
14:76763129-14:78095602	ENSG00000100577_artery_coronary		ENSG00000100577_artery_coronary		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.2166853836288844	2.7512071183879204e-11	14:76764157-14:78091419	-2.71	0.0461	1	ENSG00000100577	artery_coronary
14:76763129-14:78095602	ENSG00000100577_colon_sigmoid		ENSG00000100577_colon_sigmoid		gtex		14	76320884.0	78331597.0	45	trait	meta				14:76764157-14:78091419	-2.68	0.0429	1	ENSG00000100577	colon_sigmoid
14:76763129-14:78095602	ENSG00000100577_skin_not_sun_exposed_suprapubic		ENSG00000100577_skin_not_sun_exposed_suprapubic		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.196582029415188	4.617945153879625e-17	14:76764157-14:78091419	-2.63	0.0421	1	ENSG00000100577	skin_not_sun_exposed_suprapubic
14:76763129-14:78095602	ENSG00000100596_lung		ENSG00000100596_lung		gtex		14	76505996.0	78616773.0	45	trait	enet		0.0174760965198614	0.0102288261934434	14:76764157-14:78091419	2.53	0.0392	1	ENSG00000100596	lung
14:76763129-14:78095602	ENSG00000100577_esophagus_mucosa		ENSG00000100577_esophagus_mucosa		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.2187149914294217	5.167434131925747e-19	14:76764157-14:78091419	-2.6	0.0378	1	ENSG00000100577	esophagus_mucosa
14:76763129-14:78095602	ENSG00000100577_brain_cerebellum		ENSG00000100577_brain_cerebellum		gtex		14	76320884.0	78331597.0	45	trait	meta				14:76764157-14:78091419	-2.59	0.037	1	ENSG00000100577	brain_cerebellum
14:76763129-14:78095602	ENSG00000165553_brain_cerebellum		ENSG00000165553_brain_cerebellum		gtex		14	76265482.0	78271312.0	45	trait	meta				14:76764157-14:78091419	-2.08	0.0308	1	ENSG00000165553	brain_cerebellum
14:76763129-14:78095602	ENSG00000100577_lung		ENSG00000100577_lung		gtex		14	76320884.0	78331597.0	45	trait	enet		0.2313122241129538	3.7943122805154726e-20	14:76764157-14:78091419	-2.49	0.0291	1	ENSG00000100577	lung
14:76763129-14:78095602	ENSG00000100577_adipose_visceral_omentum		ENSG00000100577_adipose_visceral_omentum		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.1934073429375971	8.712588528817345e-17	14:76764157-14:78091419	-2.42	0.0269	1	ENSG00000100577	adipose_visceral_omentum
14:76763129-14:78095602	ENSG00000100577_brain_basalganglia		ENSG00000100577_brain_basalganglia		gtex		14	76320884.0	78331597.0	45	trait	meta				14:76764157-14:78091419	-2.45	0.0267	1	ENSG00000100577	brain_basalganglia
14:76763129-14:78095602	ENSG00000100577_pituitary		ENSG00000100577_pituitary		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.2605654528728766	3.2324961692908987e-16	14:76764157-14:78091419	-2.44	0.0262	1	ENSG00000100577	pituitary
14:76763129-14:78095602	ENSG00000100577_brain_limbic		ENSG00000100577_brain_limbic		gtex		14	76320884.0	78331597.0	45	trait	meta				14:76764157-14:78091419	-2.42	0.0247	1	ENSG00000100577	brain_limbic
14:76763129-14:78095602	ENSG00000100577_cells_cultured_fibroblasts		ENSG00000100577_cells_cultured_fibroblasts		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.2064193448117324	6.361888587817284e-18	14:76764157-14:78091419	-2.41	0.0219	1	ENSG00000100577	cells_cultured_fibroblasts
14:76763129-14:78095602	ENSG00000100596_adrenal_gland		ENSG00000100596_adrenal_gland		gtex		14	76505996.0	78616773.0	45	trait	blup		0.055381348352996	0.0004658759126908	14:76764157-14:78091419	-2.44	0.0214	1	ENSG00000100596	adrenal_gland
14:76763129-14:78095602	ENSG00000100577_muscle_skeletal		ENSG00000100577_muscle_skeletal		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.1658282398160615	1.9656796419369972e-14	14:76764157-14:78091419	-2.3	0.0213	1	ENSG00000100577	muscle_skeletal
14:76763129-14:78095602	ENSG00000100577_artery_aorta		ENSG00000100577_artery_aorta		gtex		14	76320884.0	78331597.0	45	trait	enet		0.1939658842093613	7.793201778185662e-17	14:76764157-14:78091419	-2.37	0.0211	1	ENSG00000100577	artery_aorta
14:76763129-14:78095602	ENSG00000100577_liver		ENSG00000100577_liver		gtex		14	76320884.0	78331597.0	45	trait	enet		0.2586839871921973	1.1886566440580262e-13	14:76764157-14:78091419	2.32	0.0199	1	ENSG00000100577	liver
14:76763129-14:78095602	ENSG00000100577_whole_blood		ENSG00000100577_whole_blood		gtex		14	76320884.0	78331597.0	45	trait	lasso		0.0243231260793251	0.0029876965644967	14:76764157-14:78091419	-2.28	0.0191	1	ENSG00000100577	whole_blood
14:76763129-14:78095602	ENSG00000100577_thyroid		ENSG00000100577_thyroid		gtex		14	76320884.0	78331597.0	45	trait	enet		0.3028904837265144	5.9319410467440825e-27	14:76764157-14:78091419	-2.23	0.0172	1	ENSG00000100577	thyroid
14:76763129-14:78095602	ENSG00000100580_brain_substantia_nigra		ENSG00000100580_brain_substantia_nigra		gtex		14	76335020.0	78377109.0	45	trait	lasso		0.0515241380147339	0.012769629986871	14:76764157-14:78091419	-2.13	0.0168	1	ENSG00000100580	brain_substantia_nigra
