chrom	start	stop	strand	gencode_id	encode_id	gene_name	type
1	631074	632616	+	ENSG00000237973.1	ENSG00000237973	MTCO1P12	unprocessed_pseudogene
1	632757	633438	+	ENSG00000229344.1	ENSG00000229344	MTCO2P12	unprocessed_pseudogene
1	633535	633695	+	ENSG00000240409.1	ENSG00000240409	MTATP8P1	unprocessed_pseudogene
1	633742	634375	+	ENSG00000248527.1	ENSG00000248527	MTATP6P1	unprocessed_pseudogene
1	634377	634922	+	ENSG00000198744.5	ENSG00000198744	MTCO3P12	unprocessed_pseudogene
1	674842	675265	+	ENSG00000268663.1	ENSG00000268663	WBP1LP6	processed_pseudogene
1	685716	686654	-	ENSG00000273547.1	ENSG00000273547	OR4F16	protein_coding
1	720024	720206	-	ENSG00000283574.1	ENSG00000283574	RP11-206L10.17	transcribed_processed_pseudogene
1	722092	724903	+	ENSG00000229376.3	ENSG00000229376	CICP3	processed_pseudogene
1	725885	778626	-	ENSG00000228327.3	ENSG00000228327	RP11-206L10.2	transcribed_unprocessed_pseudogene
1	758233	758336	-	ENSG00000223181.1	ENSG00000223181	RNU6-1199P	snRNA
1	760911	761989	+	ENSG00000229905.1	ENSG00000229905	RP11-206L10.4	antisense
1	778770	810060	+	ENSG00000237491.8	ENSG00000237491	RP11-206L10.9	lincRNA
1	800879	810170	-	ENSG00000230092.7	ENSG00000230092	RP11-206L10.8	transcribed_unprocessed_pseudogene
1	817371	819837	+	ENSG00000177757.2	ENSG00000177757	FAM87B	lincRNA
1	825138	859446	+	ENSG00000228794.8	ENSG00000228794	LINC01128	processed_transcript
1	826206	827522	-	ENSG00000225880.5	ENSG00000225880	LINC00115	lincRNA
1	868071	876754	-	ENSG00000230368.2	ENSG00000230368	FAM41C	lincRNA
1	873292	874111	+	ENSG00000234711.1	ENSG00000234711	TUBB8P11	unprocessed_pseudogene
1	875526	877234	-	ENSG00000283040.1	ENSG00000283040	FAM166AP3	transcribed_unprocessed_pseudogene
1	904834	915976	+	ENSG00000272438.1	ENSG00000272438	RP11-54O7.16	lincRNA
1	911435	914802	+	ENSG00000230699.2	ENSG00000230699	RP11-54O7.1	lincRNA
1	914949	914971	+	ENSG00000241180.1	ENSG00000241180	RP11-54O7.2	lincRNA
1	916870	919692	-	ENSG00000223764.2	ENSG00000223764	RP11-54O7.3	lincRNA
1	923928	944203	+	ENSG00000187634.11	ENSG00000187634	SAMD11	protein_coding
1	944582	959309	-	ENSG00000188976.10	ENSG00000188976	NOC2L	protein_coding
1	960587	965715	+	ENSG00000187961.13	ENSG00000187961	KLHL17	protein_coding
1	966497	975108	+	ENSG00000187583.10	ENSG00000187583	PLEKHN1	protein_coding
1	975204	982093	-	ENSG00000187642.9	ENSG00000187642	PERM1	protein_coding
1	995966	998051	-	ENSG00000272512.1	ENSG00000272512	RP11-54O7.17	lincRNA
1	998962	1000172	-	ENSG00000188290.10	ENSG00000188290	HES4	protein_coding
1	1001138	1014541	+	ENSG00000187608.8	ENSG00000187608	ISG15	protein_coding
1	1008076	1008193	-	ENSG00000231702.2	ENSG00000231702	RP11-54O7.10	processed_pseudogene
1	1011997	1013193	-	ENSG00000224969.1	ENSG00000224969	RP11-54O7.11	antisense
1	1020123	1056118	+	ENSG00000188157.14	ENSG00000188157	AGRN	protein_coding
1	1059734	1069355	+	ENSG00000217801.9	ENSG00000217801	RP11-465B22.3	transcribed_unprocessed_pseudogene
1	1062208	1063288	-	ENSG00000273443.1	ENSG00000273443	RP11-54O7.18	lincRNA
1	1070966	1074307	-	ENSG00000237330.2	ENSG00000237330	RNF223	protein_coding
1	1081818	1116361	-	ENSG00000131591.17	ENSG00000131591	C1orf159	protein_coding
1	1137017	1144056	+	ENSG00000223823.1	ENSG00000223823	LINC01342	lincRNA
1	1167104	1167198	+	ENSG00000207730.3	ENSG00000207730	MIR200B	miRNA
1	1167863	1167952	+	ENSG00000207607.3	ENSG00000207607	MIR200A	miRNA
1	1169005	1169087	+	ENSG00000198976.1	ENSG00000198976	MIR429	miRNA
1	1169357	1170343	+	ENSG00000272141.1	ENSG00000272141	RP11-465B22.8	lincRNA
1	1173056	1179555	-	ENSG00000205231.1	ENSG00000205231	TTLL10-AS1	antisense
1	1179189	1197935	+	ENSG00000162571.13	ENSG00000162571	TTLL10	protein_coding
1	1203508	1206691	-	ENSG00000186891.13	ENSG00000186891	TNFRSF18	protein_coding
1	1211326	1214132	-	ENSG00000186827.10	ENSG00000186827	TNFRSF4	protein_coding
1	1216908	1232031	-	ENSG00000078808.16	ENSG00000078808	SDF4	protein_coding
1	1232265	1235041	+	ENSG00000176022.4	ENSG00000176022	B3GALT6	protein_coding
1	1242453	1246722	-	ENSG00000184163.3	ENSG00000184163	C1QTNF12	protein_coding
1	1249777	1251334	-	ENSG00000260179.1	ENSG00000260179	RP5-902P8.12	lincRNA
1	1253909	1273885	-	ENSG00000160087.20	ENSG00000160087	UBE2J2	protein_coding
1	1275223	1280420	+	ENSG00000230415.1	ENSG00000230415	LINC01786	lincRNA
1	1280436	1292029	+	ENSG00000162572.20	ENSG00000162572	SCNN1D	protein_coding
1	1292376	1308018	-	ENSG00000131584.18	ENSG00000131584	ACAP3	protein_coding
1	1296110	1296170	-	ENSG00000278073.1	ENSG00000278073	MIR6726	miRNA
1	1308567	1311584	+	ENSG00000169972.11	ENSG00000169972	PUSL1	protein_coding
1	1311678	1324691	-	ENSG00000127054.20	ENSG00000127054	INTS11	protein_coding
1	1312502	1312566	-	ENSG00000283712.1	ENSG00000283712	MIR6727	miRNA
1	1317581	1318678	-	ENSG00000240731.1	ENSG00000240731	RP5-890O3.9	sense_intronic
1	1324756	1328897	+	ENSG00000224051.6	ENSG00000224051	CPTP	protein_coding
1	1331314	1335275	+	ENSG00000169962.4	ENSG00000169962	TAS1R3	protein_coding
1	1335307	1349350	-	ENSG00000107404.19	ENSG00000107404	DVL1	protein_coding
1	1339650	1339708	-	ENSG00000284372.1	ENSG00000284372	MIR6808	miRNA
1	1352689	1361777	-	ENSG00000162576.16	ENSG00000162576	MXRA8	protein_coding
1	1373730	1375495	-	ENSG00000175756.13	ENSG00000175756	AURKAIP1	protein_coding
1	1378666	1379032	+	ENSG00000223663.2	ENSG00000223663	NDUFB4P8	processed_pseudogene
1	1386482	1399328	-	ENSG00000221978.11	ENSG00000221978	CCNL2	protein_coding
1	1399522	1401907	+	ENSG00000224870.6	ENSG00000224870	RP4-758J18.2	processed_transcript
1	1402047	1407313	-	ENSG00000242485.5	ENSG00000242485	MRPL20	protein_coding
1	1409096	1410618	+	ENSG00000272455.1	ENSG00000272455	RP4-758J18.13	lincRNA
1	1418420	1421769	-	ENSG00000235098.8	ENSG00000235098	ANKRD65	protein_coding
1	1422469	1422691	+	ENSG00000225905.1	ENSG00000225905	RP4-758J18.7	antisense
1	1426128	1427787	+	ENSG00000205116.3	ENSG00000205116	TMEM88B	protein_coding
1	1430539	1434573	-	ENSG00000225285.1	ENSG00000225285	LINC01770	lincRNA
1	1434861	1442882	+	ENSG00000179403.11	ENSG00000179403	VWA1	protein_coding
1	1449689	1470158	+	ENSG00000215915.9	ENSG00000215915	ATAD3C	protein_coding
1	1471769	1496202	+	ENSG00000160072.19	ENSG00000160072	ATAD3B	protein_coding
1	1512151	1534687	+	ENSG00000197785.13	ENSG00000197785	ATAD3A	protein_coding
1	1535174	1540453	-	ENSG00000205090.8	ENSG00000205090	TMEM240	protein_coding
1	1541673	1574869	-	ENSG00000160075.11	ENSG00000160075	SSU72	protein_coding
1	1574975	1577075	+	ENSG00000215014.4	ENSG00000215014	RP5-832C2.5	lincRNA
1	1583510	1583909	-	ENSG00000274481.1	ENSG00000274481	RP11-345P4.11	processed_pseudogene
1	1598012	1600096	-	ENSG00000228594.3	ENSG00000228594	FNDC10	protein_coding
1	1613758	1615795	-	ENSG00000272106.1	ENSG00000272106	RP11-345P4.9	antisense
1	1615879	1630610	+	ENSG00000197530.12	ENSG00000197530	MIB2	protein_coding
1	1632095	1635226	+	ENSG00000189409.13	ENSG00000189409	MMP23B	protein_coding
1	1635264	1659012	-	ENSG00000248333.8	ENSG00000248333	CDK11B	protein_coding
1	1659325	1659452	+	ENSG00000272004.1	ENSG00000272004	RP11-345P4.10	antisense
1	1659529	1692728	-	ENSG00000189339.11	ENSG00000189339	SLC35E2B	protein_coding
1	1671990	1674397	+	ENSG00000269737.2	ENSG00000269737	RP11-345P4.6	transcribed_processed_pseudogene
1	1699942	1701782	+	ENSG00000215914.4	ENSG00000215914	MMP23A	unprocessed_pseudogene
1	1702730	1724324	-	ENSG00000008128.22	ENSG00000008128	CDK11A	protein_coding
1	1724512	1737251	+	ENSG00000227775.3	ENSG00000227775	RP1-283E3.4	transcribed_processed_pseudogene
1	1724838	1745992	-	ENSG00000215790.6	ENSG00000215790	SLC35E2	protein_coding
1	1751232	1780457	-	ENSG00000008130.15	ENSG00000008130	NADK	protein_coding
1	1785285	1891117	-	ENSG00000078369.17	ENSG00000078369	GNB1	protein_coding
1	1891471	1892658	+	ENSG00000231050.1	ENSG00000231050	RP1-140A9.1	antisense
1	1914827	1917294	+	ENSG00000169885.9	ENSG00000169885	CALML6	protein_coding
1	1917590	1919273	-	ENSG00000178821.12	ENSG00000178821	TMEM52	protein_coding
1	1921951	2003837	-	ENSG00000142609.17	ENSG00000142609	CFAP74	protein_coding
1	2013213	2015530	-	ENSG00000233542.1	ENSG00000233542	RP11-547D24.1	antisense
1	2019298	2030758	+	ENSG00000187730.8	ENSG00000187730	GABRD	protein_coding
1	2049203	2050070	-	ENSG00000226969.1	ENSG00000226969	RP11-547D24.3	antisense
1	2050470	2175313	+	ENSG00000067606.16	ENSG00000067606	PRKCZ	protein_coding
1	2141084	2145279	-	ENSG00000271806.1	ENSG00000271806	RP5-892K4.1	antisense
1	2181794	2184389	-	ENSG00000182873.5	ENSG00000182873	PRKCZ-AS1	antisense
1	2184461	2212720	-	ENSG00000162585.16	ENSG00000162585	FAAP20	protein_coding
1	2212523	2220738	+	ENSG00000234396.3	ENSG00000234396	RP11-181G12.4	lincRNA
1	2228695	2310119	+	ENSG00000157933.9	ENSG00000157933	SKI	protein_coding
1	2321253	2391707	-	ENSG00000116151.13	ENSG00000116151	MORN1	protein_coding
1	2326201	2326693	-	ENSG00000272161.1	ENSG00000272161	RP4-713A8.1	sense_intronic
1	2350414	2352820	-	ENSG00000269896.2	ENSG00000269896	RP4-740C4.5	transcribed_processed_pseudogene
1	2363061	2363628	-	ENSG00000272420.1	ENSG00000272420	RP4-740C4.7	sense_intronic
1	2391775	2403963	+	ENSG00000157916.19	ENSG00000157916	RER1	protein_coding
1	2405445	2413797	-	ENSG00000157911.9	ENSG00000157911	PEX10	protein_coding
1	2425980	2505526	+	ENSG00000149527.17	ENSG00000149527	PLCH2	protein_coding
1	2492300	2493258	-	ENSG00000224387.1	ENSG00000224387	RP3-395M20.2	antisense
1	2493437	2494479	-	ENSG00000229393.1	ENSG00000229393	RP3-395M20.3	antisense
1	2508533	2526628	-	ENSG00000157881.13	ENSG00000157881	PANK4	protein_coding
1	2528745	2530245	-	ENSG00000197921.5	ENSG00000197921	HES5	protein_coding
1	2546465	2547460	+	ENSG00000272449.1	ENSG00000272449	RP3-395M20.12	lincRNA
1	2549920	2557031	-	ENSG00000238164.6	ENSG00000238164	RP3-395M20.8	antisense
1	2556697	2565382	+	ENSG00000157873.17	ENSG00000157873	TNFRSF14	protein_coding
1	2566410	2569888	+	ENSG00000225931.3	ENSG00000225931	RP3-395M20.7	TEC
1	2581560	2584533	+	ENSG00000228037.1	ENSG00000228037	RP3-395M20.9	lincRNA
1	2586491	2591469	+	ENSG00000157870.14	ENSG00000157870	FAM213B	protein_coding
1	2591557	2632990	-	ENSG00000142606.15	ENSG00000142606	MMEL1	protein_coding
1	2632568	2632675	+	ENSG00000237058.1	ENSG00000237058	RP13-436F16.1	antisense
1	2635976	2801717	-	ENSG00000215912.12	ENSG00000215912	TTC34	protein_coding
1	2773603	2776473	+	ENSG00000283259.1	ENSG00000283259	ABC14-1188822O7.1	antisense
1	2811850	2812692	-	ENSG00000233234.1	ENSG00000233234	RP11-740P5.2	lincRNA
1	2814432	2814998	-	ENSG00000231630.1	ENSG00000231630	RP11-740P5.3	lincRNA
1	3021483	3022903	+	ENSG00000169717.6	ENSG00000169717	ACTRT2	protein_coding
1	3059615	3068437	-	ENSG00000177133.10	ENSG00000177133	LINC00982	antisense
1	3069168	3438621	+	ENSG00000142611.16	ENSG00000142611	PRDM16	protein_coding
1	3127975	3128035	+	ENSG00000283572.1	ENSG00000283572	MIR4251	miRNA
1	3132927	3133709	-	ENSG00000226286.1	ENSG00000226286	RP1-163G9.2	antisense
1	3205988	3208664	+	ENSG00000279839.1	ENSG00000279839	RP11-193J6.1	TEC
1	3306636	3310096	-	ENSG00000272235.1	ENSG00000272235	RP11-22L13.1	lincRNA
1	3454426	3481113	+	ENSG00000130762.14	ENSG00000130762	ARHGEF16	protein_coding
1	3487246	3487627	+	ENSG00000272088.1	ENSG00000272088	RP11-168F9.2	lincRNA
1	3489920	3611495	-	ENSG00000162591.15	ENSG00000162591	MEGF6	protein_coding
1	3560695	3560790	-	ENSG00000207776.1	ENSG00000207776	MIR551A	miRNA
1	3623190	3624743	-	ENSG00000238260.1	ENSG00000238260	RP11-46F15.2	antisense
1	3625002	3630127	+	ENSG00000158109.14	ENSG00000158109	TPRG1L	protein_coding
1	3630767	3652761	-	ENSG00000116213.15	ENSG00000116213	WRAP73	protein_coding
1	3652520	3735600	+	ENSG00000078900.14	ENSG00000078900	TP73	protein_coding
1	3658938	3668772	-	ENSG00000227589.1	ENSG00000227589	RP5-1092A11.5	antisense
1	3712200	3714298	-	ENSG00000235131.1	ENSG00000235131	RP5-1092A11.2	antisense
1	3736202	3747336	-	ENSG00000227372.11	ENSG00000227372	TP73-AS1	transcribed_unitary_pseudogene
1	3752398	3771645	+	ENSG00000162592.9	ENSG00000162592	CCDC27	protein_coding
1	3772788	3775982	+	ENSG00000235169.7	ENSG00000235169	SMIM1	protein_coding
1	3778558	3796504	-	ENSG00000130764.9	ENSG00000130764	LRRC47	protein_coding
1	3782815	3783111	+	ENSG00000266075.2	ENSG00000266075	RN7SL574P	misc_RNA
1	3785008	3785538	+	ENSG00000272153.1	ENSG00000272153	RP1-286D6.5	antisense
1	3812081	3857214	-	ENSG00000116198.12	ENSG00000116198	CEP104	protein_coding
1	3857267	3885429	+	ENSG00000169598.15	ENSG00000169598	DFFB	protein_coding
1	3889125	3900285	-	ENSG00000198912.10	ENSG00000198912	C1orf174	protein_coding
1	3900372	3917225	+	ENSG00000236423.5	ENSG00000236423	LINC01134	lincRNA
1	3940565	3955262	+	ENSG00000233304.6	ENSG00000233304	LINC01346	lincRNA
1	3944547	3948980	-	ENSG00000226374.2	ENSG00000226374	LINC01345	lincRNA
1	4175528	4175899	-	ENSG00000229280.1	ENSG00000229280	EEF1DP6	processed_pseudogene
1	4412027	4424689	+	ENSG00000235054.3	ENSG00000235054	LINC01777	lincRNA
1	4551735	4552145	-	ENSG00000227169.2	ENSG00000227169	RP1-37J18.1	lincRNA
1	4571481	4594009	+	ENSG00000232596.2	ENSG00000232596	LINC01646	lincRNA
1	4654732	4792534	+	ENSG00000196581.10	ENSG00000196581	AJAP1	protein_coding
1	5086459	5090899	-	ENSG00000231510.1	ENSG00000231510	RP11-542C10.1	lincRNA
1	5492978	5494674	+	ENSG00000260972.1	ENSG00000260972	RP1-58B11.1	lincRNA
1	5554747	5554881	+	ENSG00000283356.1	ENSG00000283356	RP3-491M17.1	unprocessed_pseudogene
1	5561709	5668295	-	ENSG00000236948.2	ENSG00000236948	RP11-154H17.1	lincRNA
1	5564071	5564143	+	ENSG00000264341.1	ENSG00000264341	MIR4417	miRNA
1	5862672	5862741	-	ENSG00000264101.1	ENSG00000264101	MIR4689	miRNA
1	5862811	5992362	-	ENSG00000131697.17	ENSG00000131697	NPHP4	protein_coding
1	5991466	6101193	+	ENSG00000069424.14	ENSG00000069424	KCNAB2	protein_coding
1	6101793	6180123	-	ENSG00000116254.17	ENSG00000116254	CHD5	protein_coding
1	6181269	6209389	-	ENSG00000116251.9	ENSG00000116251	RPL22	protein_coding
1	6204840	6205780	-	ENSG00000226944.1	ENSG00000226944	RP1-120G22.11	antisense
1	6206176	6221192	+	ENSG00000158286.12	ENSG00000158286	RNF207	protein_coding
1	6221300	6235972	-	ENSG00000116237.15	ENSG00000116237	ICMT	protein_coding
1	6236240	6239444	+	ENSG00000225077.2	ENSG00000225077	LINC00337	lincRNA
1	6244192	6245578	+	ENSG00000173673.7	ENSG00000173673	HES3	protein_coding
1	6247346	6260975	-	ENSG00000158292.6	ENSG00000158292	GPR153	protein_coding
1	6264269	6393554	-	ENSG00000097021.19	ENSG00000097021	ACOT7	protein_coding
1	6412418	6424670	-	ENSG00000069812.11	ENSG00000069812	HES2	protein_coding
1	6424788	6460980	+	ENSG00000187017.15	ENSG00000187017	ESPN	protein_coding
1	6429834	6429896	-	ENSG00000265392.1	ENSG00000265392	MIR4252	miRNA
1	6443034	6447006	-	ENSG00000231868.1	ENSG00000231868	RP1-202O8.2	antisense
1	6461151	6466091	-	ENSG00000215788.9	ENSG00000215788	TNFRSF25	protein_coding
1	6466196	6520061	-	ENSG00000171680.21	ENSG00000171680	PLEKHG5	protein_coding
1	6521347	6554535	-	ENSG00000162408.10	ENSG00000162408	NOL9	protein_coding
1	6540854	6540964	+	ENSG00000253022.1	ENSG00000253022	RNU6-731P	snRNA
1	6547905	6548619	+	ENSG00000229519.2	ENSG00000229519	RP11-58A11.2	processed_pseudogene
1	6555181	6579757	+	ENSG00000173662.20	ENSG00000173662	TAS1R1	protein_coding
1	6580001	6589280	+	ENSG00000204859.12	ENSG00000204859	ZBTB48	protein_coding
1	6590724	6614607	-	ENSG00000162413.16	ENSG00000162413	KLHL21	protein_coding
1	6613685	6624033	+	ENSG00000116273.5	ENSG00000116273	PHF13	protein_coding
1	6624866	6634167	+	ENSG00000041988.15	ENSG00000041988	THAP3	protein_coding
1	6635587	6701924	-	ENSG00000007923.15	ENSG00000007923	DNAJC11	protein_coding
1	6724637	6730012	+	ENSG00000228750.6	ENSG00000228750	LINC01672	lincRNA
1	6783892	6784843	-	ENSG00000237436.1	ENSG00000237436	RP11-312B8.1	antisense
1	6785324	7769706	+	ENSG00000171735.18	ENSG00000171735	CAMTA1	protein_coding
1	6834333	6834618	-	ENSG00000227950.1	ENSG00000227950	RP11-312B8.2	processed_pseudogene
1	7008376	7014279	-	ENSG00000237365.1	ENSG00000237365	RP11-334N17.1	antisense
1	7219360	7219524	+	ENSG00000207056.1	ENSG00000207056	RNU1-8P	snRNA
1	7368942	7370270	+	ENSG00000237402.1	ENSG00000237402	CAMTA1-IT1	sense_intronic
1	7382487	7389754	-	ENSG00000237728.2	ENSG00000237728	RP3-453P22.2	antisense
1	7441096	7441554	-	ENSG00000225126.1	ENSG00000225126	RP4-549F15.1	antisense
1	7693124	7694844	-	ENSG00000270171.1	ENSG00000270171	RP11-338N10.1	lincRNA
1	7698303	7698872	-	ENSG00000270035.1	ENSG00000270035	RP11-338N10.2	lincRNA
1	7700704	7700970	-	ENSG00000269978.1	ENSG00000269978	RP11-338N10.3	lincRNA
1	7771269	7781432	+	ENSG00000049245.12	ENSG00000049245	VAMP3	protein_coding
1	7776383	7776775	+	ENSG00000269925.1	ENSG00000269925	RP3-467L1.6	sense_intronic
1	7784320	7845177	+	ENSG00000049246.14	ENSG00000049246	PER3	protein_coding
1	7810242	7827117	-	ENSG00000236266.1	ENSG00000236266	RP3-467L1.4	antisense
1	7846692	7853512	-	ENSG00000049247.13	ENSG00000049247	UTS2	protein_coding
1	7915894	7943165	-	ENSG00000049249.8	ENSG00000049249	TNFRSF9	protein_coding
1	7942372	7942726	+	ENSG00000270330.1	ENSG00000270330	RP5-892F13.2	processed_pseudogene
1	7954291	7985505	+	ENSG00000116288.12	ENSG00000116288	PARK7	protein_coding
1	7982881	7982983	-	ENSG00000200344.1	ENSG00000200344	Y_RNA	misc_RNA
1	8004404	8026308	-	ENSG00000116285.12	ENSG00000116285	ERRFI1	protein_coding
1	8026738	8122702	+	ENSG00000238290.1	ENSG00000238290	RP11-431K24.1	lincRNA
1	8057245	8058463	-	ENSG00000232848.1	ENSG00000232848	CTA-215D11.4	processed_pseudogene
1	8189824	8192770	+	ENSG00000229305.1	ENSG00000229305	RP11-431K24.2	processed_pseudogene
1	8202429	8215210	+	ENSG00000227634.2	ENSG00000227634	LINC01714	lincRNA
1	8206434	8206597	-	ENSG00000200975.1	ENSG00000200975	RNU1-7P	snRNA
1	8218190	8220529	-	ENSG00000233645.1	ENSG00000233645	RP11-431K24.4	lincRNA
1	8292157	8292263	-	ENSG00000251977.1	ENSG00000251977	RNU6-991P	snRNA
1	8317826	8344167	+	ENSG00000162426.14	ENSG00000162426	SLC45A1	protein_coding
1	8328067	8328179	+	ENSG00000252254.1	ENSG00000252254	Y_RNA	misc_RNA
1	8352397	8817643	-	ENSG00000142599.17	ENSG00000142599	RERE	protein_coding
1	8424645	8434838	+	ENSG00000232912.5	ENSG00000232912	RP5-1115A15.1	antisense
1	8511795	8511919	-	ENSG00000221083.1	ENSG00000221083	SNORA77	snoRNA
1	8512653	8513021	+	ENSG00000270282.1	ENSG00000270282	RP5-1115A15.2	processed_pseudogene
1	8750430	8751087	+	ENSG00000234619.1	ENSG00000234619	RPL7P11	processed_pseudogene
1	8786211	8786913	-	ENSG00000224315.2	ENSG00000224315	RPL7P7	processed_pseudogene
1	8796571	8796673	-	ENSG00000222511.2	ENSG00000222511	Y_RNA	misc_RNA
1	8798475	8799506	+	ENSG00000226545.1	ENSG00000226545	RP4-633I8.3	unprocessed_pseudogene
1	8805860	8807051	-	ENSG00000228423.2	ENSG00000228423	RP4-633I8.4	lincRNA
1	8831007	8831375	+	ENSG00000229716.2	ENSG00000229716	RPL23AP19	processed_pseudogene
1	8861002	8879249	-	ENSG00000074800.13	ENSG00000074800	ENO1	protein_coding
1	8866502	8866590	-	ENSG00000274258.1	ENSG00000274258	MIR6728	miRNA
1	8875788	8878007	-	ENSG00000236269.1	ENSG00000236269	ENO1-IT1	sense_intronic
1	8879565	8879894	+	ENSG00000230679.1	ENSG00000230679	ENO1-AS1	antisense
1	8883427	8883533	-	ENSG00000201725.1	ENSG00000201725	RNU6-304P	snRNA
1	8893409	8894151	+	ENSG00000238249.2	ENSG00000238249	HMGN2P17	processed_pseudogene
1	8907393	8907744	-	ENSG00000232208.2	ENSG00000232208	RP3-477M7.5	processed_pseudogene
1	8909742	8909904	+	ENSG00000232663.2	ENSG00000232663	RP3-477M7.6	processed_pseudogene
1	8945867	8975092	+	ENSG00000131686.14	ENSG00000131686	CA6	protein_coding
1	8979576	8979874	-	ENSG00000265141.2	ENSG00000265141	RN7SL451P	misc_RNA
1	9003300	9026345	-	ENSG00000197241.3	ENSG00000197241	SLC2A7	protein_coding
1	9035107	9088478	-	ENSG00000142583.17	ENSG00000142583	SLC2A5	protein_coding
1	9082696	9082879	+	ENSG00000252404.1	ENSG00000252404	SCARNA16	scaRNA
1	9100305	9129170	-	ENSG00000180758.11	ENSG00000180758	GPR157	protein_coding
1	9148011	9196983	-	ENSG00000228526.6	ENSG00000228526	MIR34AHG	lincRNA
1	9183751	9196284	+	ENSG00000234546.3	ENSG00000234546	LINC01759	lincRNA
1	9197143	9198906	-	ENSG00000281937.1	ENSG00000281937	RP3-510D11.4	lincRNA
1	9234775	9271337	+	ENSG00000049239.12	ENSG00000049239	H6PD	protein_coding
1	9292880	9369532	+	ENSG00000171621.13	ENSG00000171621	SPSB1	protein_coding
1	9437669	9437778	-	ENSG00000252956.1	ENSG00000252956	RNA5SP40	rRNA
1	9501092	9503471	-	ENSG00000235263.1	ENSG00000235263	RP13-392I16.1	lincRNA
1	9539482	9585179	+	ENSG00000171612.6	ENSG00000171612	SLC25A33	protein_coding
1	9576427	9576985	+	ENSG00000231181.1	ENSG00000231181	RP13-15M17.1	processed_pseudogene
1	9588922	9614873	+	ENSG00000188807.12	ENSG00000188807	TMEM201	protein_coding
1	9651732	9729025	+	ENSG00000171608.15	ENSG00000171608	PIK3CD	protein_coding
1	9652610	9654586	-	ENSG00000179840.5	ENSG00000179840	PIK3CD-AS1	antisense
1	9660828	9662626	-	ENSG00000233268.3	ENSG00000233268	RP11-558F24.2	processed_pseudogene
1	9672426	9687555	-	ENSG00000231789.2	ENSG00000231789	PIK3CD-AS2	antisense
1	9729115	9824526	-	ENSG00000171603.16	ENSG00000171603	CLSTN1	protein_coding
